family,sample,contig_name,contig_length,read_count,identity,sci_name,sampletype,ska_species,collected_by,idseq_nonhost_reads,nonhost_reads,total_reads,read_prop,domestication_status,RPM,sample_size_Ebonyi,sample_size_Ondo,sample_size_total,Feeding
Poxviridae,AIAMAGOAT001_S48_656109,AIAMAGOAT001_S48_656109_NODE_40_length_2755_cov_2.368185,2755,162,81.9,Orf virus,Non-tissue,Goat,Ebonyi,21562762,21067086,33292250,7.69E-06,domesticated,7.69,24,22,46,Herbivore
Poxviridae,AIAMAGOAT001_S48_656109,AIAMAGOAT001_S48_656109_NODE_40_length_2755_cov_2.368185,2755,162,81.9,Orf virus,Non-tissue,Goat,Ebonyi,21562762,21067086,33292250,7.69E-06,domesticated,7.69,24,22,46,Herbivore
Poxviridae,AIAMAGOAT001_S48_656109,AIAMAGOAT001_S48_656109_NODE_45_length_2599_cov_4.795004,2599,365,96.6,Orf virus,Non-tissue,Goat,Ebonyi,21562762,21067086,33292250,1.73E-05,domesticated,17.3,24,22,46,Herbivore
Poxviridae,AIAMAGOAT001_S48_656109,AIAMAGOAT001_S48_656109_NODE_49_length_2428_cov_4.867716,2428,319,100,Orf virus,Non-tissue,Goat,Ebonyi,21562762,21067086,33292250,1.51E-05,domesticated,15.1,24,22,46,Herbivore
Poxviridae,AIAMAGOAT001_S48_656109,AIAMAGOAT001_S48_656109_NODE_51_length_2417_cov_4.113248,2417,278,96,Orf virus,Non-tissue,Goat,Ebonyi,21562762,21067086,33292250,1.32E-05,domesticated,13.2,24,22,46,Herbivore
Poxviridae,AIAMAGOAT001_S48_656109,AIAMAGOAT001_S48_656109_NODE_51_length_2417_cov_4.113248,2417,278,96,Orf virus,Non-tissue,Goat,Ebonyi,21562762,21067086,33292250,1.32E-05,domesticated,13.2,24,22,46,Herbivore
Poxviridae,AIAMAGOAT001_S48_656109,AIAMAGOAT001_S48_656109_NODE_51_length_2417_cov_4.113248,2417,278,96,Orf virus,Non-tissue,Goat,Ebonyi,21562762,21067086,33292250,1.32E-05,domesticated,13.2,24,22,46,Herbivore
Poxviridae,AIAMAGOAT001_S48_656109,AIAMAGOAT001_S48_656109_NODE_68_length_2102_cov_3.227160,2102,168,99.8,Orf virus,Non-tissue,Goat,Ebonyi,21562762,21067086,33292250,7.97E-06,domesticated,7.97,24,22,46,Herbivore
Poxviridae,AIAMAGOAT001_S48_656109,AIAMAGOAT001_S48_656109_NODE_68_length_2102_cov_3.227160,2102,168,99.8,Orf virus,Non-tissue,Goat,Ebonyi,21562762,21067086,33292250,7.97E-06,domesticated,7.97,24,22,46,Herbivore
Poxviridae,AIAMAGOAT001_S48_656109,AIAMAGOAT001_S48_656109_NODE_70_length_2062_cov_3.352141,2062,210,96.6,Orf virus,Non-tissue,Goat,Ebonyi,21562762,21067086,33292250,9.97E-06,domesticated,9.97,24,22,46,Herbivore
Poxviridae,AIAMAGOAT001_S48_656109,AIAMAGOAT001_S48_656109_NODE_70_length_2062_cov_3.352141,2062,210,96.6,Orf virus,Non-tissue,Goat,Ebonyi,21562762,21067086,33292250,9.97E-06,domesticated,9.97,24,22,46,Herbivore
Poxviridae,AIAMAGOAT001_S48_656109,AIAMAGOAT001_S48_656109_NODE_70_length_2062_cov_3.352141,2062,210,96.6,Orf virus,Non-tissue,Goat,Ebonyi,21562762,21067086,33292250,9.97E-06,domesticated,9.97,24,22,46,Herbivore
Poxviridae,AIAMAGOAT001_S48_656109,AIAMAGOAT001_S48_656109_NODE_70_length_2062_cov_3.352141,2062,210,96.6,Orf virus,Non-tissue,Goat,Ebonyi,21562762,21067086,33292250,9.97E-06,domesticated,9.97,24,22,46,Herbivore
Poxviridae,AIAMAGOAT001_S48_656109,AIAMAGOAT001_S48_656109_NODE_78_length_1998_cov_5.286309,1998,338,85.3,Orf virus,Non-tissue,Goat,Ebonyi,21562762,21067086,33292250,1.60E-05,domesticated,16,24,22,46,Herbivore
Poxviridae,AIAMAGOAT001_S48_656109,AIAMAGOAT001_S48_656109_NODE_82_length_1981_cov_3.514181,1981,161,99.3,Orf virus,Non-tissue,Goat,Ebonyi,21562762,21067086,33292250,7.64E-06,domesticated,7.64,24,22,46,Herbivore
Poxviridae,AIAMAGOAT001_S48_656109,AIAMAGOAT001_S48_656109_NODE_82_length_1981_cov_3.514181,1981,161,99.3,Orf virus,Non-tissue,Goat,Ebonyi,21562762,21067086,33292250,7.64E-06,domesticated,7.64,24,22,46,Herbivore
Poxviridae,AIAMAGOAT001_S48_656109,AIAMAGOAT001_S48_656109_NODE_89_length_1913_cov_3.072440,1913,151,99.2,Orf virus,Non-tissue,Goat,Ebonyi,21562762,21067086,33292250,7.17E-06,domesticated,7.17,24,22,46,Herbivore
Poxviridae,AIAMAGOAT001_S48_656109,AIAMAGOAT001_S48_656109_NODE_95_length_1882_cov_3.467036,1882,173,99.8,Orf virus,Non-tissue,Goat,Ebonyi,21562762,21067086,33292250,8.21E-06,domesticated,8.21,24,22,46,Herbivore
Poxviridae,AIAMAGOAT001_S48_656109,AIAMAGOAT001_S48_656109_NODE_103_length_1821_cov_4.991972,1821,242,99.8,Orf virus,Non-tissue,Goat,Ebonyi,21562762,21067086,33292250,1.15E-05,domesticated,11.5,24,22,46,Herbivore
Poxviridae,AIAMAGOAT001_S48_656109,AIAMAGOAT001_S48_656109_NODE_103_length_1821_cov_4.991972,1821,242,99.8,Orf virus,Non-tissue,Goat,Ebonyi,21562762,21067086,33292250,1.15E-05,domesticated,11.5,24,22,46,Herbivore
Poxviridae,AIAMAGOAT001_S48_656109,AIAMAGOAT001_S48_656109_NODE_103_length_1821_cov_4.991972,1821,242,99.8,Orf virus,Non-tissue,Goat,Ebonyi,21562762,21067086,33292250,1.15E-05,domesticated,11.5,24,22,46,Herbivore
Poxviridae,AIAMAGOAT001_S48_656109,AIAMAGOAT001_S48_656109_NODE_103_length_1821_cov_4.991972,1821,242,99.8,Orf virus,Non-tissue,Goat,Ebonyi,21562762,21067086,33292250,1.15E-05,domesticated,11.5,24,22,46,Herbivore
Poxviridae,AIAMAGOAT001_S48_656109,AIAMAGOAT001_S48_656109_NODE_103_length_1821_cov_4.991972,1821,242,99.8,Orf virus,Non-tissue,Goat,Ebonyi,21562762,21067086,33292250,1.15E-05,domesticated,11.5,24,22,46,Herbivore
Poxviridae,AIAMAGOAT001_S48_656109,AIAMAGOAT001_S48_656109_NODE_123_length_1719_cov_3.335566,1719,145,97.7,Orf virus,Non-tissue,Goat,Ebonyi,21562762,21067086,33292250,6.88E-06,domesticated,6.88,24,22,46,Herbivore
Poxviridae,AIAMAGOAT001_S48_656109,AIAMAGOAT001_S48_656109_NODE_123_length_1719_cov_3.335566,1719,145,97.7,Orf virus,Non-tissue,Goat,Ebonyi,21562762,21067086,33292250,6.88E-06,domesticated,6.88,24,22,46,Herbivore
Poxviridae,AIAMAGOAT001_S48_656109,AIAMAGOAT001_S48_656109_NODE_123_length_1719_cov_3.335566,1719,145,97.7,Orf virus,Non-tissue,Goat,Ebonyi,21562762,21067086,33292250,6.88E-06,domesticated,6.88,24,22,46,Herbivore
Poxviridae,AIAMAGOAT001_S48_656109,AIAMAGOAT001_S48_656109_NODE_123_length_1719_cov_3.335566,1719,145,97.7,Orf virus,Non-tissue,Goat,Ebonyi,21562762,21067086,33292250,6.88E-06,domesticated,6.88,24,22,46,Herbivore
Poxviridae,AIAMAGOAT001_S48_656109,AIAMAGOAT001_S48_656109_NODE_138_length_1646_cov_4.910771,1646,220,100,Orf virus,Non-tissue,Goat,Ebonyi,21562762,21067086,33292250,1.04E-05,domesticated,10.4,24,22,46,Herbivore
Poxviridae,AIAMAGOAT001_S48_656109,AIAMAGOAT001_S48_656109_NODE_138_length_1646_cov_4.910771,1646,220,100,Orf virus,Non-tissue,Goat,Ebonyi,21562762,21067086,33292250,1.04E-05,domesticated,10.4,24,22,46,Herbivore
Poxviridae,AIAMAGOAT001_S48_656109,AIAMAGOAT001_S48_656109_NODE_138_length_1646_cov_4.910771,1646,220,100,Orf virus,Non-tissue,Goat,Ebonyi,21562762,21067086,33292250,1.04E-05,domesticated,10.4,24,22,46,Herbivore
Poxviridae,AIAMAGOAT001_S48_656109,AIAMAGOAT001_S48_656109_NODE_138_length_1646_cov_4.910771,1646,220,100,Orf virus,Non-tissue,Goat,Ebonyi,21562762,21067086,33292250,1.04E-05,domesticated,10.4,24,22,46,Herbivore
Poxviridae,AIAMAGOAT001_S48_656109,AIAMAGOAT001_S48_656109_NODE_138_length_1646_cov_4.910771,1646,220,100,Orf virus,Non-tissue,Goat,Ebonyi,21562762,21067086,33292250,1.04E-05,domesticated,10.4,24,22,46,Herbivore
Poxviridae,AIAMAGOAT001_S48_656109,AIAMAGOAT001_S48_656109_NODE_166_length_1538_cov_3.210815,1538,146,99.5,Orf virus,Non-tissue,Goat,Ebonyi,21562762,21067086,33292250,6.93E-06,domesticated,6.93,24,22,46,Herbivore
Poxviridae,AIAMAGOAT001_S48_656109,AIAMAGOAT001_S48_656109_NODE_184_length_1491_cov_4.706506,1491,167,96.7,Orf virus,Non-tissue,Goat,Ebonyi,21562762,21067086,33292250,7.93E-06,domesticated,7.93,24,22,46,Herbivore
Poxviridae,AIAMAGOAT001_S48_656109,AIAMAGOAT001_S48_656109_NODE_184_length_1491_cov_4.706506,1491,167,96.7,Orf virus,Non-tissue,Goat,Ebonyi,21562762,21067086,33292250,7.93E-06,domesticated,7.93,24,22,46,Herbivore
Poxviridae,AIAMAGOAT001_S48_656109,AIAMAGOAT001_S48_656109_NODE_305_length_1200_cov_2.770258,1200,67,97.9,Orf virus,Non-tissue,Goat,Ebonyi,21562762,21067086,33292250,3.18E-06,domesticated,3.18,24,22,46,Herbivore
Poxviridae,AIAMAGOAT001_S48_656109,AIAMAGOAT001_S48_656109_NODE_319_length_1187_cov_2.388288,1187,54,96.6,Orf virus,Non-tissue,Goat,Ebonyi,21562762,21067086,33292250,2.56E-06,domesticated,2.56,24,22,46,Herbivore
Poxviridae,AIAMAGOAT001_S48_656109,AIAMAGOAT001_S48_656109_NODE_320_length_1187_cov_1.680180,1187,46,97.7,Orf virus,Non-tissue,Goat,Ebonyi,21562762,21067086,33292250,2.18E-06,domesticated,2.18,24,22,46,Herbivore
Poxviridae,AIAMAGOAT001_S48_656109,AIAMAGOAT001_S48_656109_NODE_344_length_1161_cov_2.275830,1161,57,99.7,Orf virus,Non-tissue,Goat,Ebonyi,21562762,21067086,33292250,2.71E-06,domesticated,2.71,24,22,46,Herbivore
Poxviridae,AIAMAGOAT001_S48_656109,AIAMAGOAT001_S48_656109_NODE_364_length_1134_cov_3.770104,1134,110,97,Orf virus,Non-tissue,Goat,Ebonyi,21562762,21067086,33292250,5.22E-06,domesticated,5.22,24,22,46,Herbivore
Poxviridae,AIAMAGOAT001_S48_656109,AIAMAGOAT001_S48_656109_NODE_503_length_977_cov_2.280000,977,59,100,Orf virus,Non-tissue,Goat,Ebonyi,21562762,21067086,33292250,2.80E-06,domesticated,2.8,24,22,46,Herbivore
Poxviridae,AIAMAGOAT001_S48_656109,AIAMAGOAT001_S48_656109_NODE_503_length_977_cov_2.280000,977,59,100,Orf virus,Non-tissue,Goat,Ebonyi,21562762,21067086,33292250,2.80E-06,domesticated,2.8,24,22,46,Herbivore
Poxviridae,AIAMAGOAT001_S48_656109,AIAMAGOAT001_S48_656109_NODE_713_length_843_cov_3.533943,843,77,93,Orf virus,Non-tissue,Goat,Ebonyi,21562762,21067086,33292250,3.65E-06,domesticated,3.65,24,22,46,Herbivore
Poxviridae,AIAMAGOAT001_S48_656109,AIAMAGOAT001_S48_656109_NODE_713_length_843_cov_3.533943,843,77,93,Orf virus,Non-tissue,Goat,Ebonyi,21562762,21067086,33292250,3.65E-06,domesticated,3.65,24,22,46,Herbivore
Poxviridae,AIAMAGOAT001_S48_656109,AIAMAGOAT001_S48_656109_NODE_713_length_843_cov_3.533943,843,77,93,Orf virus,Non-tissue,Goat,Ebonyi,21562762,21067086,33292250,3.65E-06,domesticated,3.65,24,22,46,Herbivore
Poxviridae,AIAMAGOAT001_S48_656109,AIAMAGOAT001_S48_656109_NODE_713_length_843_cov_3.533943,843,77,93,Orf virus,Non-tissue,Goat,Ebonyi,21562762,21067086,33292250,3.65E-06,domesticated,3.65,24,22,46,Herbivore
Poxviridae,AIAMAGOAT001_S48_656109,AIAMAGOAT001_S48_656109_NODE_713_length_843_cov_3.533943,843,77,93,Orf virus,Non-tissue,Goat,Ebonyi,21562762,21067086,33292250,3.65E-06,domesticated,3.65,24,22,46,Herbivore
Poxviridae,AIAMAGOAT001_S48_656109,AIAMAGOAT001_S48_656109_NODE_731_length_833_cov_3.271164,833,61,99.1,Orf virus,Non-tissue,Goat,Ebonyi,21562762,21067086,33292250,2.90E-06,domesticated,2.9,24,22,46,Herbivore
Poxviridae,AIAMAGOAT001_S48_656109,AIAMAGOAT001_S48_656109_NODE_731_length_833_cov_3.271164,833,61,99.1,Orf virus,Non-tissue,Goat,Ebonyi,21562762,21067086,33292250,2.90E-06,domesticated,2.9,24,22,46,Herbivore
Poxviridae,AIAMAGOAT001_S48_656109,AIAMAGOAT001_S48_656109_NODE_731_length_833_cov_3.271164,833,61,99.1,Orf virus,Non-tissue,Goat,Ebonyi,21562762,21067086,33292250,2.90E-06,domesticated,2.9,24,22,46,Herbivore
Poxviridae,AIAMAGOAT001_S48_656109,AIAMAGOAT001_S48_656109_NODE_731_length_833_cov_3.271164,833,61,99.1,Orf virus,Non-tissue,Goat,Ebonyi,21562762,21067086,33292250,2.90E-06,domesticated,2.9,24,22,46,Herbivore
Poxviridae,AIAMAGOAT001_S48_656109,AIAMAGOAT001_S48_656109_NODE_731_length_833_cov_3.271164,833,61,99.1,Orf virus,Non-tissue,Goat,Ebonyi,21562762,21067086,33292250,2.90E-06,domesticated,2.9,24,22,46,Herbivore
Poxviridae,AIAMAGOAT001_S48_656109,AIAMAGOAT001_S48_656109_NODE_775_length_810_cov_3.686221,810,61,87.8,Orf virus,Non-tissue,Goat,Ebonyi,21562762,21067086,33292250,2.90E-06,domesticated,2.9,24,22,46,Herbivore
Poxviridae,AIAMAGOAT001_S48_656109,AIAMAGOAT001_S48_656109_NODE_799_length_796_cov_3.705146,796,93,97.1,Orf virus,Non-tissue,Goat,Ebonyi,21562762,21067086,33292250,4.41E-06,domesticated,4.41,24,22,46,Herbivore
Poxviridae,AIAMAGOAT001_S48_656109,AIAMAGOAT001_S48_656109_NODE_799_length_796_cov_3.705146,796,93,97.1,Orf virus,Non-tissue,Goat,Ebonyi,21562762,21067086,33292250,4.41E-06,domesticated,4.41,24,22,46,Herbivore
Poxviridae,AIAMAGOAT001_S48_656109,AIAMAGOAT001_S48_656109_NODE_799_length_796_cov_3.705146,796,93,97.1,Orf virus,Non-tissue,Goat,Ebonyi,21562762,21067086,33292250,4.41E-06,domesticated,4.41,24,22,46,Herbivore
Poxviridae,AIAMAGOAT001_S48_656109,AIAMAGOAT001_S48_656109_NODE_918_length_747_cov_3.032836,747,57,99.2,Orf virus,Non-tissue,Goat,Ebonyi,21562762,21067086,33292250,2.71E-06,domesticated,2.71,24,22,46,Herbivore
Poxviridae,AIAMAGOAT001_S48_656109,AIAMAGOAT001_S48_656109_NODE_938_length_740_cov_3.013575,740,65,97.2,Orf virus,Non-tissue,Goat,Ebonyi,21562762,21067086,33292250,3.09E-06,domesticated,3.09,24,22,46,Herbivore
Poxviridae,AIAMAGOAT001_S48_656109,AIAMAGOAT001_S48_656109_NODE_938_length_740_cov_3.013575,740,65,97.2,Orf virus,Non-tissue,Goat,Ebonyi,21562762,21067086,33292250,3.09E-06,domesticated,3.09,24,22,46,Herbivore
Poxviridae,AIAMAGOAT001_S48_656109,AIAMAGOAT001_S48_656109_NODE_938_length_740_cov_3.013575,740,65,97.2,Orf virus,Non-tissue,Goat,Ebonyi,21562762,21067086,33292250,3.09E-06,domesticated,3.09,24,22,46,Herbivore
Poxviridae,AIAMAGOAT001_S48_656109,AIAMAGOAT001_S48_656109_NODE_938_length_740_cov_3.013575,740,65,97.2,Orf virus,Non-tissue,Goat,Ebonyi,21562762,21067086,33292250,3.09E-06,domesticated,3.09,24,22,46,Herbivore
Poxviridae,AIAMAGOAT001_S48_656109,AIAMAGOAT001_S48_656109_NODE_956_length_731_cov_2.617737,731,52,99.4,Orf virus,Non-tissue,Goat,Ebonyi,21562762,21067086,33292250,2.47E-06,domesticated,2.47,24,22,46,Herbivore
Poxviridae,AIAMAGOAT001_S48_656109,AIAMAGOAT001_S48_656109_NODE_969_length_728_cov_3.428571,728,43,97.8,Orf virus,Non-tissue,Goat,Ebonyi,21562762,21067086,33292250,2.04E-06,domesticated,2.04,24,22,46,Herbivore
Poxviridae,AIAMAGOAT001_S48_656109,AIAMAGOAT001_S48_656109_NODE_991_length_720_cov_3.855365,720,73,100,Orf virus,Non-tissue,Goat,Ebonyi,21562762,21067086,33292250,3.47E-06,domesticated,3.47,24,22,46,Herbivore
Poxviridae,AIAMAGOAT001_S48_656109,AIAMAGOAT001_S48_656109_NODE_991_length_720_cov_3.855365,720,73,100,Orf virus,Non-tissue,Goat,Ebonyi,21562762,21067086,33292250,3.47E-06,domesticated,3.47,24,22,46,Herbivore
Poxviridae,AIAMAGOAT001_S48_656109,AIAMAGOAT001_S48_656109_NODE_991_length_720_cov_3.855365,720,73,100,Orf virus,Non-tissue,Goat,Ebonyi,21562762,21067086,33292250,3.47E-06,domesticated,3.47,24,22,46,Herbivore
Poxviridae,AIAMAGOAT001_S48_656109,AIAMAGOAT001_S48_656109_NODE_991_length_720_cov_3.855365,720,73,100,Orf virus,Non-tissue,Goat,Ebonyi,21562762,21067086,33292250,3.47E-06,domesticated,3.47,24,22,46,Herbivore
Poxviridae,AIAMAGOAT001_S48_656109,AIAMAGOAT001_S48_656109_NODE_1013_length_712_cov_3.017323,712,52,97.5,Orf virus,Non-tissue,Goat,Ebonyi,21562762,21067086,33292250,2.47E-06,domesticated,2.47,24,22,46,Herbivore
Poxviridae,AIAMAGOAT001_S48_656109,AIAMAGOAT001_S48_656109_NODE_1118_length_679_cov_3.833887,679,75,100,Orf virus,Non-tissue,Goat,Ebonyi,21562762,21067086,33292250,3.56E-06,domesticated,3.56,24,22,46,Herbivore
Poxviridae,AIAMAGOAT001_S48_656109,AIAMAGOAT001_S48_656109_NODE_1118_length_679_cov_3.833887,679,75,100,Orf virus,Non-tissue,Goat,Ebonyi,21562762,21067086,33292250,3.56E-06,domesticated,3.56,24,22,46,Herbivore
Poxviridae,AIAMAGOAT001_S48_656109,AIAMAGOAT001_S48_656109_NODE_1118_length_679_cov_3.833887,679,75,100,Orf virus,Non-tissue,Goat,Ebonyi,21562762,21067086,33292250,3.56E-06,domesticated,3.56,24,22,46,Herbivore
Poxviridae,AIAMAGOAT001_S48_656109,AIAMAGOAT001_S48_656109_NODE_1118_length_679_cov_3.833887,679,75,100,Orf virus,Non-tissue,Goat,Ebonyi,21562762,21067086,33292250,3.56E-06,domesticated,3.56,24,22,46,Herbivore
Poxviridae,AIAMAGOAT001_S48_656109,AIAMAGOAT001_S48_656109_NODE_1118_length_679_cov_3.833887,679,75,100,Orf virus,Non-tissue,Goat,Ebonyi,21562762,21067086,33292250,3.56E-06,domesticated,3.56,24,22,46,Herbivore
Poxviridae,AIAMAGOAT001_S48_656109,AIAMAGOAT001_S48_656109_NODE_1316_length_632_cov_2.935135,632,40,98,Orf virus,Non-tissue,Goat,Ebonyi,21562762,21067086,33292250,1.90E-06,domesticated,1.9,24,22,46,Herbivore
Poxviridae,AIAMAGOAT001_S48_656109,AIAMAGOAT001_S48_656109_NODE_1316_length_632_cov_2.935135,632,40,98,Orf virus,Non-tissue,Goat,Ebonyi,21562762,21067086,33292250,1.90E-06,domesticated,1.9,24,22,46,Herbivore
Poxviridae,AIAMAGOAT001_S48_656109,AIAMAGOAT001_S48_656109_NODE_1316_length_632_cov_2.935135,632,40,98,Orf virus,Non-tissue,Goat,Ebonyi,21562762,21067086,33292250,1.90E-06,domesticated,1.9,24,22,46,Herbivore
Poxviridae,AIAMAGOAT001_S48_656109,AIAMAGOAT001_S48_656109_NODE_1443_length_605_cov_1.225379,605,18,77.9,Orf virus,Non-tissue,Goat,Ebonyi,21562762,21067086,33292250,8.54E-07,domesticated,0.854,24,22,46,Herbivore
Poxviridae,AIAMAGOAT001_S48_656109,AIAMAGOAT001_S48_656109_NODE_1823_length_546_cov_2.121535,546,31,95.6,Orf virus,Non-tissue,Goat,Ebonyi,21562762,21067086,33292250,1.47E-06,domesticated,1.47,24,22,46,Herbivore
Poxviridae,AIAMAGOAT001_S48_656109,AIAMAGOAT001_S48_656109_NODE_2174_length_506_cov_2.757576,506,27,100,Orf virus,Non-tissue,Goat,Ebonyi,21562762,21067086,33292250,1.28E-06,domesticated,1.28,24,22,46,Herbivore
Poxviridae,SENONOWISUGOT002_OS_S76_673660,SENONOWISUGOT002_OS_S76_673660_NODE_1_length_30171_cov_60.218515,30171,50072,99.1,Orf virus,Non-tissue,Goat,Ondo,26143824,25600752,45357814,0.00195588,domesticated,1955.88,24,22,46,Herbivore
Poxviridae,SENONOWISUGOT002_OS_S76_673660,SENONOWISUGOT002_OS_S76_673660_NODE_1_length_30171_cov_60.218515,30171,50072,99.1,Orf virus,Non-tissue,Goat,Ondo,26143824,25600752,45357814,0.00195588,domesticated,1955.88,24,22,46,Herbivore
Poxviridae,SENONOWISUGOT002_OS_S76_673660,SENONOWISUGOT002_OS_S76_673660_NODE_1_length_30171_cov_60.218515,30171,50072,99.1,Orf virus,Non-tissue,Goat,Ondo,26143824,25600752,45357814,0.00195588,domesticated,1955.88,24,22,46,Herbivore
Poxviridae,SENONOWISUGOT002_OS_S76_673660,SENONOWISUGOT002_OS_S76_673660_NODE_1_length_30171_cov_60.218515,30171,50072,99.1,Orf virus,Non-tissue,Goat,Ondo,26143824,25600752,45357814,0.00195588,domesticated,1955.88,24,22,46,Herbivore
Poxviridae,SENONOWISUGOT002_OS_S76_673660,SENONOWISUGOT002_OS_S76_673660_NODE_1_length_30171_cov_60.218515,30171,50072,99.1,Orf virus,Non-tissue,Goat,Ondo,26143824,25600752,45357814,0.00195588,domesticated,1955.88,24,22,46,Herbivore
Poxviridae,SENONOWISUGOT002_OS_S76_673660,SENONOWISUGOT002_OS_S76_673660_NODE_2_length_23956_cov_50.757318,23956,33158,99.7,Orf virus,Non-tissue,Goat,Ondo,26143824,25600752,45357814,0.001295196,domesticated,1295.196,24,22,46,Herbivore
Poxviridae,SENONOWISUGOT002_OS_S76_673660,SENONOWISUGOT002_OS_S76_673660_NODE_2_length_23956_cov_50.757318,23956,33158,99.7,Orf virus,Non-tissue,Goat,Ondo,26143824,25600752,45357814,0.001295196,domesticated,1295.196,24,22,46,Herbivore
Poxviridae,SENONOWISUGOT002_OS_S76_673660,SENONOWISUGOT002_OS_S76_673660_NODE_2_length_23956_cov_50.757318,23956,33158,99.7,Orf virus,Non-tissue,Goat,Ondo,26143824,25600752,45357814,0.001295196,domesticated,1295.196,24,22,46,Herbivore
Poxviridae,SENONOWISUGOT002_OS_S76_673660,SENONOWISUGOT002_OS_S76_673660_NODE_2_length_23956_cov_50.757318,23956,33158,99.7,Orf virus,Non-tissue,Goat,Ondo,26143824,25600752,45357814,0.001295196,domesticated,1295.196,24,22,46,Herbivore
Poxviridae,SENONOWISUGOT002_OS_S76_673660,SENONOWISUGOT002_OS_S76_673660_NODE_2_length_23956_cov_50.757318,23956,33158,99.7,Orf virus,Non-tissue,Goat,Ondo,26143824,25600752,45357814,0.001295196,domesticated,1295.196,24,22,46,Herbivore
Poxviridae,SENONOWISUGOT002_OS_S76_673660,SENONOWISUGOT002_OS_S76_673660_NODE_3_length_21372_cov_54.608594,21372,31184,99.6,Orf virus,Non-tissue,Goat,Ondo,26143824,25600752,45357814,0.001218089,domesticated,1218.089,24,22,46,Herbivore
Poxviridae,SENONOWISUGOT002_OS_S76_673660,SENONOWISUGOT002_OS_S76_673660_NODE_3_length_21372_cov_54.608594,21372,31184,99.6,Orf virus,Non-tissue,Goat,Ondo,26143824,25600752,45357814,0.001218089,domesticated,1218.089,24,22,46,Herbivore
Poxviridae,SENONOWISUGOT002_OS_S76_673660,SENONOWISUGOT002_OS_S76_673660_NODE_3_length_21372_cov_54.608594,21372,31184,99.6,Orf virus,Non-tissue,Goat,Ondo,26143824,25600752,45357814,0.001218089,domesticated,1218.089,24,22,46,Herbivore
Poxviridae,SENONOWISUGOT002_OS_S76_673660,SENONOWISUGOT002_OS_S76_673660_NODE_3_length_21372_cov_54.608594,21372,31184,99.6,Orf virus,Non-tissue,Goat,Ondo,26143824,25600752,45357814,0.001218089,domesticated,1218.089,24,22,46,Herbivore
Poxviridae,SENONOWISUGOT002_OS_S76_673660,SENONOWISUGOT002_OS_S76_673660_NODE_5_length_9522_cov_47.544733,9522,12769,95.3,Orf virus,Non-tissue,Goat,Ondo,26143824,25600752,45357814,0.000498774,domesticated,498.774,24,22,46,Herbivore
Poxviridae,SENONOWISUGOT002_OS_S76_673660,SENONOWISUGOT002_OS_S76_673660_NODE_5_length_9522_cov_47.544733,9522,12769,95.3,Orf virus,Non-tissue,Goat,Ondo,26143824,25600752,45357814,0.000498774,domesticated,498.774,24,22,46,Herbivore
Poxviridae,SENONOWISUGOT002_OS_S76_673660,SENONOWISUGOT002_OS_S76_673660_NODE_6_length_8906_cov_35.144297,8906,8055,90.9,Orf virus,Non-tissue,Goat,Ondo,26143824,25600752,45357814,0.000314639,domesticated,314.639,24,22,46,Herbivore
Poxviridae,SENONOWISUGOT002_OS_S76_673660,SENONOWISUGOT002_OS_S76_673660_NODE_6_length_8906_cov_35.144297,8906,8055,90.9,Orf virus,Non-tissue,Goat,Ondo,26143824,25600752,45357814,0.000314639,domesticated,314.639,24,22,46,Herbivore
Poxviridae,SENONOWISUGOT002_OS_S76_673660,SENONOWISUGOT002_OS_S76_673660_NODE_6_length_8906_cov_35.144297,8906,8055,90.9,Orf virus,Non-tissue,Goat,Ondo,26143824,25600752,45357814,0.000314639,domesticated,314.639,24,22,46,Herbivore
Poxviridae,SENONOWISUGOT002_OS_S76_673660,SENONOWISUGOT002_OS_S76_673660_NODE_7_length_8193_cov_48.435190,8193,10634,99.5,Orf virus,Non-tissue,Goat,Ondo,26143824,25600752,45357814,0.000415378,domesticated,415.378,24,22,46,Herbivore
Poxviridae,SENONOWISUGOT002_OS_S76_673660,SENONOWISUGOT002_OS_S76_673660_NODE_7_length_8193_cov_48.435190,8193,10634,99.5,Orf virus,Non-tissue,Goat,Ondo,26143824,25600752,45357814,0.000415378,domesticated,415.378,24,22,46,Herbivore
Poxviridae,SENONOWISUGOT002_OS_S76_673660,SENONOWISUGOT002_OS_S76_673660_NODE_7_length_8193_cov_48.435190,8193,10634,99.5,Orf virus,Non-tissue,Goat,Ondo,26143824,25600752,45357814,0.000415378,domesticated,415.378,24,22,46,Herbivore
Poxviridae,SENONOWISUGOT002_OS_S76_673660,SENONOWISUGOT002_OS_S76_673660_NODE_8_length_8017_cov_54.708816,8017,11901,100,Orf virus,Non-tissue,Goat,Ondo,26143824,25600752,45357814,0.000464869,domesticated,464.869,24,22,46,Herbivore
Poxviridae,SENONOWISUGOT002_OS_S76_673660,SENONOWISUGOT002_OS_S76_673660_NODE_8_length_8017_cov_54.708816,8017,11901,100,Orf virus,Non-tissue,Goat,Ondo,26143824,25600752,45357814,0.000464869,domesticated,464.869,24,22,46,Herbivore
Poxviridae,SENONOWISUGOT006_OS_S73_673663,SENONOWISUGOT006_OS_S73_673663_NODE_3_length_5830_cov_3.509473,5830,551,98.9,Orf virus,Non-tissue,Goat,Ondo,19556444,19066567,33235434,2.89E-05,domesticated,28.9,24,22,46,Herbivore
